hotel_id,name,address,city,state_province,postal_code,latitude,longitude,star_rating,high_rate,low_rate
266936,Hotel Henri by Wyndham,37 W 24th Street,New York,NY,10010,40.74309,-73.99118,4,341.1493,251.1326
139910,Hotel Elysee by Library Hotel Collection,60 E 54th St,New York,NY,10022,40.76006,-73.97301,4,609.37,429.37
126897,W New York,541 Lexington Ave,New York,NY,10022,40.75615,-73.97266,4,404.3,149.3
260426,Duane Street Hotel Tribeca,130 Duane St,New York,NY,10013,40.71604,-74.00731,4,649.22,259.08
139938,Casablanca Hotel by Library Hotel Collection,147 W 43rd St,New York,NY,10036,40.7563,-73.98553,4,360.6726,310.3097
140899,Americana Inn,69 W 38th St,New York,NY,10018,40.75215,-73.98557,2,119.45,114.45
125511,Warwick New York,65 W 54th St,New York,NY,10019,40.76226,-73.97826,4.5,339.05,269.04
274141,Kimpton Ink48 Hotel,653 11th Avenue,New York,NY,10036,40.76445,-73.99569,4.5,639.15,440.15
273466,Hampton Inn Manhattan/Times Square South,337 West 39th Street,New York,NY,10018,40.75611,-73.993,3,329.05,199.06
122074,"Carlton Hotel, Autograph Collection",88 Madison Avenue,New York,NY,10016,40.74437,-73.98548,4,359.38,159.38
111484,Salisbury Hotel,123 W 57th St,New York,NY,10019,40.76484,-73.9784,3,557,254
276597,"GEM Hotel - Chelsea, an Ascend Hotel Collection Member",300 W 22nd Street,New York,NY,10011,40.74466,-73.99907,3,379,199
135539,The Marcel at Gramercy,201 E 24th St,New York,NY,10010,40.73936,-73.98234,4,519.22,309.04
278721,Hilton Garden Inn New York/West 35th Street,63 West 35th Street,New York,NY,10001,40.75022,-73.98672,3,449.0678,263.2364
126898,Iberostar 70 Park Avenue,70 Park Ave,New York,NY,10016,40.7498,-73.9795,4,838.672,314.1253
364443,Hyatt Herald Square New York,30 W 31st St,New York,NY,10001,40.74716,-73.98749,4,429.39,319.39
192357,"Club Quarters Hotel, Wall Street",52 William St,New York,NY,10005,40.70686,-74.00907,4,399.1278,259.0887
122350,Washington Square Hotel,103 Waverly Pl,New York,NY,10011,40.73226,-73.99867,3.5,320.4,282.8945
229528,Renaissance New York Hotel 57,130 East 57th Street,New York,NY,10022,40.76103,-73.96951,4,449.37,259.37
251284,36 Hudson Hotel,"449 West 36th Street, Midtown West",New York,NY,10018,40.75564,-73.99765,3,179,109.6097
135096,"The Algonquin Hotel Times Square, Autograph Collection",59 W 44th St,New York,NY,10036,40.75584,-73.98244,4,529.35,299.35
170510,The Library Hotel by Library Hotel Collection,299 Madison Ave,New York,NY,10017,40.75219,-73.97973,4,539.0872,399.0207
422103,Holiday Inn Express New York - Manhattan West Side,538 West 48th Street,New York,NY,10036,40.76417,-73.99447,3,349.21,212.17
197409,Hotel 31,120 E 31st St,New York,NY,10016,40.74473,-73.98165,2,259.02,80.1
163765,Hotel Belleclaire,250 W 77th St,New York,NY,10024,40.78264,-73.98122,3.5,479.05,242.4
198706,City Club Hotel,55 W 44th St,New York,NY,10036,40.75577,-73.98229,4,289.44,189.44
462386,Vanderbilt YMCA,224 East 47th Street,New York,NY,10017,40.75344,-73.97097,2,195.1605,154.1267
144002,The Manhattan Club,200 West 56th Street,New York,NY,10019,40.76502,-73.98097,4,500.46,309
219391,The Benjamin,125 E 50th St,New York,NY,10022,40.75638,-73.97209,4.5,449.49,353.12
332637,"Club Quarters Hotel, World Trade Center",140 Washington St,New York,NY,10006,40.70947,-74.01394,4,290.47,289.47
143688,Fitzpatrick Manhattan Hotel,687 Lexington Ave,New York,NY,10022,40.76072,-73.9693,4,290.49,289.49
106394,JW Marriott Essex House New York,160 Central Park S,New York,NY,10019,40.76652,-73.97825,4.5,1499.02,314.02
117363,The London NYC,151 W 54th St,New York,NY,10019,40.76328,-73.98065,4.5,2579.1799,299.06
125636,NH New York Jolly Madison Towers,22 East 38th Street,New York,NY,10016,40.75014,-73.98082,3.5,400.0495,363.0399
217106,The Milburn Hotel,242 W 76th St,New York,NY,10023,40.78204,-73.98173,3,259.33,159.33
231553,"The Pierre, A Taj Hotel, New York",2 E 61st St,New York,NY,10065,40.76534,-73.97222,5,1075.46,489.46
144360,Fitzpatrick Grand Central,141 E 44th St,New York,NY,10017,40.75248,-73.97446,4,229.43,228.43
297426,New York Inn,765 8th Ave,New York,NY,10036,40.76024,-73.98761,2.5,118.5477,117.5477
192073,The Bryant Park Hotel,40 W 40th St,New York,NY,10018,40.75296,-73.98368,4,775.1191,245.0384
169343,Conrad New York,102 North End Avenue,New York,NY,10282,40.71505,-74.01601,5,461.0829,269.0617
375716,The SunBright,140 Hester Street,New York,NY,10013,40.7174,-73.99585,1,174,162
425346,Bowery Grand Hotel,143 Bowery,New York,NY,10002,40.71901,-73.99454,1,48.01,45.01
120829,Royalton Times Square,44 W 44th St,New York,NY,10036,40.75571,-73.98216,4.5,349.0528,219.0322
172820,Broadway Plaza Hotel,1155 Broadway,New York,NY,10001,40.74441,-73.98891,3.5,279.4,239.4
125910,Off Soho Suites Hotel,11 Rivington St,New York,NY,10002,40.72133,-73.99266,2,359.17,159.15
189272,Hotel 17,225 E 17th St,New York,NY,10003,40.73473,-73.98467,2,169.17,115.16
244926,Hotel Mela Times Square,120 W 44th St,New York,NY,10036,40.75656,-73.98419,4,269.25,169.09
126895,The Court - A St Giles Hotel,130 East 39th Street,New York,NY,10016,40.74967,-73.97776,4,299.04,199.0249
308872,The Jane Hotel,113 Jane St,New York,NY,10014,40.73818,-74.00969,2,275,122.6779
179766,The Roger Smith Hotel,501 Lexington Ave,New York,NY,10017,40.75477,-73.97364,3,339.11,189.61
223558,Hampton Inn Madison Square Garden Area Hotel,116 W 31 Street,New York,NY,10001,40.74826,-73.99003,3,349.18,233.16
140901,Hotel Newton,2528 Broadway,New York,NY,10025,40.79369,-73.97239,3,209.09,159.08
197983,Hotel Chandler,12 E 31st St,New York,NY,10016,40.74617,-73.98508,4.5,519.1,269.1
152238,Mayfair New York,242 W 49th St,New York,NY,10019,40.76135,-73.98583,3,189.23,149.11
121375,Hotel Wales,1295 Madison Ave,New York,NY,10128,40.78501,-73.9558,3.5,369.39,309.61
138167,Courtyard by Marriott New York City Manhattan Midtown East,866 3rd Avenue,New York,NY,10022,40.75748,-73.96959,3.5,349.42,329.42
203420,The Sohotel,341 Broome St,New York,NY,10013,40.71956,-73.99449,3,419.4,257.4
128770,Hilton Manhattan East,304 E 42nd St,New York,NY,10017,40.74963,-73.97179,4,459.17,359
225633,Hotel On Rivington,107 Rivington Street,New York,NY,10002,40.71993,-73.98799,4,420.35,277.01
322838,Comfort Inn Times Square West,343 W 44th St,New York,NY,10036,40.75938,-73.99083,2.5,309.2544,129.1062
150406,Days Hotel Broadway,215 W 94th St,New York,NY,10025,40.79318,-73.97229,2.5,253.5589,160.2731
269032,The Hotel 91,91 E Broadway,New York,NY,10002,40.71372,-73.99365,3,206.14,177.78
131561,Skyline Hotel,725 10th Ave,New York,NY,10019,40.76425,-73.9921,3,438.8276,268.8961
267335,Best Western Bowery Hanbee Hotel,231 Grand St,New York,NY,10013,40.7186,-73.99526,3,309.1,203.32
339551,Courtyard by Marriott New York Manhattan/Times Square,114 W 40th St,New York,NY,10018,40.75391,-73.98598,3.5,512.04,169.03
124520,New York Marriott Downtown,85 West St,New York,NY,10006,40.70977,-74.01474,4,569.03,244.01
200512,Gatsby Hotel ñ an Ascend Hotel Collection Member,135 E Houston St,New York,NY,10002,40.72334,-73.99028,3,229.48,219.48
130744,The Michelangelo Hotel,152 W 51st St,New York,NY,10019,40.76165,-73.98265,4.5,629.34,379.34
125480,Eurostars Wall Street,129 Front Street A,New York,NY,10005,40.70523,-74.00638,4,260.19,230.17
219432,Fifty NYC-an Affinia hotel,155 E 50th St,New York,NY,10022,40.75594,-73.97108,4,519.03,179.56
235899,Courtyard by Marriott New York Manhattan/Upper East Side,410 E 92nd St,New York,NY,10128,40.78039,-73.94588,3.5,309.0383,229.0411
129023,"The Carlyle, A Rosewood Hotel",35 E 76th St,New York,NY,10021,40.77461,-73.96338,5,4100.04,730.03
203621,Magnuson Convention Center Hotel,522 W 38th St,New York,NY,10018,40.75761,-73.99852,3,250.35,220.35
206674,Hotel Metro,45 W 35th St,New York,NY,10001,40.74995,-73.98611,3,469.3,359.3
218485,Four Points by Sheraton Manhattan - Chelsea,160 W 25th St,New York,NY,10001,40.7451,-73.99412,3,839.07,374.78
215798,Wyndham Midtown 45 at New York City,205 E 45th St,New York,NY,10017,40.75252,-73.97258,3,259.21,233.21
144414,Avalon Hotel,16 E 32nd Street,New York,NY,10016,40.74673,-73.98448,4,489.22,224.44
120257,Clarion Hotel Park Avenue,429 Park Ave S,New York,NY,10016,40.74417,-73.98338,2.5,229.0305,219
125871,San Carlos Hotel,150 E 50th St,New York,NY,10022,40.75607,-73.97134,4.5,389.76,309.41
114697,Gramercy Park Hotel,2 Lexington Ave,New York,NY,10010,40.73848,-73.9855,5,529,329
152696,"Gild Hall, A Thompson Hotel",15 Gold Street,New York,NY,10038,40.70795,-74.00711,4.5,558.6078,408.561
174141,W New York - Union Square,201 Park Ave S,New York,NY,10003,40.73653,-73.98899,4.5,689.8068,433.8948
219368,The Surrey,20 E 76th St,New York,NY,10021,40.77449,-73.96387,5,1945.49,595
256774,Hotel 309,309 W 14th St,New York,NY,10014,40.73984,-74.00276,2,149.11,109.12
365654,Fairfield Inn & Suites by Marriott New York ManhattanChelsea,116 W 28th St,New York,NY,10001,40.74638,-73.99134,3,248.9185,196.9329
358950,Aloft Harlem,2296 Frederick Douglass Boulevard,New York,NY,10027,40.80921,-73.95184,3.5,249.0983,234.0491
246640,Hotel 373 Fifth Avenue,373 5th Ave,New York,NY,10016,40.74918,-73.98403,3,319.0166,179.0094
120922,Morgans,237 Madison Ave,New York,NY,10016,40.74992,-73.98139,4,459.08,228.06
170490,Hotel Giraffe by Library Hotel Collection,365 Park Ave S,New York,NY,10016,40.74214,-73.98489,4,514.4563,269.046
149429,Radisson Martinique on Broadway,49 W 32nd St,New York,NY,10001,40.7482,-73.98798,3.5,450.06,245.07
113922,Hotel Plaza Athenee,37 E 64th St,New York,NY,10065,40.76642,-73.96844,5,1199.37,548.37
118630,The Lowell,28 East 63rd Street,New York,NY,10065,40.76587,-73.9691,5,2085.46,795.46
240327,Econo Lodge Times Square,302 W 47th St,New York,NY,10036,40.76058,-73.98789,2.5,279.04,169.02
183263,Seaport Inn,33 Peck Slip,New York,NY,10038,40.70793,-74.00154,3,320.42,319.42
213134,Hampton Inn Manhattan-Seaport-Financial District,320 Pearl Street,New York,NY,10038,40.70901,-74.00224,3,178.936,143.0394
140911,Manhattan Broadway Budget Hotel,273 W 38th St,New York,NY,10018,40.75454,-73.99121,2,289.36,145.43
200004,the Quin,101 West 57th Street at Sixth Avenue,New York,NY,10019,40.76426,-73.97707,5,860.1313,279.0433
410799,Holiday Inn NYC - Lower East Side,150 Delancey St,New York,NY,10002,40.71805,-73.98643,4,249.33,178.33
265087,New World Hotel,101 Bowery,New York,NY,10002,40.71759,-73.99526,1.5,85.03,50.01
240713,Blue Moon Boutique Hotel,100 Orchard St,New York,NY,10002,40.7186,-73.99001,3,194.9198,55.2394
266457,Windsor Hotel,108 Forsyth St,New York,NY,10002,40.71873,-73.99269,2,213.4636,194.4955
125206,New York Marriott East Side,525 Lexington Ave,New York,NY,10017,40.75553,-73.97305,4,409.35,188.35
277344,"Smyth, A Thompson Hotel",85 West Broadway,New York,NY,10007,40.71525,-74.00943,5,620.23,475.23
311820,Comfort Inn Manhattan Bridge,61-63 Chrystie Street,New York,NY,10002,40.71657,-73.99466,2.5,209.0338,199
141417,The Peninsula New York,700 Fifth Avenue at 55th street,New York,NY,10019,40.76165,-73.9749,5,3145.22,795.21
217136,Best Western Plus Hospitality House,145 E 49th Street,New York,NY,10017,40.75559,-73.97216,3,691.0963,690.0963
435095,Hotel Boutique at Grand Central,447 Lexington Avenue,New York,NY,10017,40.75313,-73.97481,4,478.8193,258.8951
120256,"Night Hotel Theater District, Times Square",132 West 45th Street,New York,NY,10036,40.75735,-73.98407,4,889.1,449.04
128083,Renaissance New York Times Square Hotel,714 7th Ave,New York,NY,10036,40.75968,-73.9843,4,839.2,529.18
105314,The Plaza Hotel,Fifth Avenue at Central Park South,New York,NY,10019,40.76424,-73.97388,5,3225.1599,725.17
163809,"Club Quarters Hotel, Midtown",40 W 45th St,New York,NY,10036,40.7561,-73.98119,4,349.23,279.23
122267,Cosmopolitan Hotel - Tribeca,95 West Broadway (at Chambers),New York,NY,10007,40.71551,-74.00926,3,489.0717,389.0567
196447,"The Ritz-Carlton New York, Battery Park",2 West St,New York,NY,10004,40.7053,-74.01722,5,1695.3,365.3
432171,Fairfield Inn & Suites New York Manhattan/Downtown East,95 Henry St,New York,NY,10002,40.71313,-73.99286,2.5,329.19,197.16
189672,RIFF Chelsea,300 W 30th St,New York,NY,10001,40.7498,-73.99566,2,294.61,167.83
310147,Carvi Hotel New York,152 E 55th St,New York,NY,10022,40.75927,-73.96924,3,129.44,99.44
221403,Seton Hotel,144 E 40th Street,New York,NY,10016,40.74976,-73.97619,3,388.24,380.24
198683,The Sherry Netherland,781 5th Ave,New York,NY,10022,40.76453,-73.97285,4.5,1169.3199,529.31
323397,The MAve nyc,62 Madison Avenue,New York,NY,10016,40.74347,-73.98612,3,405.07,404.07
257190,Hilton Club New York,1335 Avenue of the Americas,New York,NY,10019,40.7621,-73.97883,4,379.03,360.05
371468,Harlem Bed and Breakfast,54 West 120th Street,New York,NY,10027,40.80401,-73.9465,1.5,195,165
356439,"The Chatwal, a Luxury Collection Hotel, New York City",130 W. 44th Street,New York,NY,10036,40.75668,-73.98445,5,3406.3999,695.39
225936,Room Mate Grace Boutique Hotel,125 W 45th St,New York,NY,10036,40.75729,-73.98393,3.5,474.05,229.03
131734,Four Seasons Hotel New York,57 E 57th Street,New York,NY,10022,40.76197,-73.97158,5,4061.209,4060.209
417755,Carlton Arms Hotel,160 East 25th Street,New York,NY,10010,40.74027,-73.98262,2,121.49,120.49
222985,"The Solita Soho Hotel, an Ascend Hotel Collection Member",159 Grand St,New York,NY,10013,40.71988,-73.99888,3,379.03,149.01
211803,"Mandarin Oriental, New York",80 Columbus Circle at 60th Street,New York,NY,10023,40.76919,-73.98283,5,3993.45,694.7334
326792,Upper West Side Brownstone,110 West 81st Street,New York,NY,10024,40.78354,-73.97515,3,291,290
323984,Allies' Inn Bed and Breakfast,313 West 136th Street,New York,NY,10030,40.81751,-73.94678,3,341,215
418634,Hotel Five44,544 West 48 St,New York,NY,10036,40.76417,-73.99446,3,209,172.22
325235,Fairfield Inn by Marriott New York Manhattan/Fifth Avenue,21 W 37th St,New York,NY,10018,40.75109,-73.98495,3,395.0662,188.0321
370651,The Towers at Lotte New York Palace,455 Madison Avenue,New York,NY,10022,40.75814,-73.97536,5,1199.916,476.9539
310373,West 57th Street by Hilton Club,102 West 57th Street,New York,NY,10019,40.76453,-73.97778,4,1029.3101,360.31
183435,The Towers of the Waldorf Astoria New York,100 E 50th St,New York,NY,10022,40.75691,-73.97335,5,10000,1099
123947,Trump International Hotel & Tower New York,1 Central Park W,New York,NY,10023,40.76905,-73.98125,5,2155.302,476.1801
106256,"The Ritz-Carlton New York, Central Park",50 Central Park S,New York,NY,10019,40.76552,-73.97589,5,3495.5322,695.0901
445815,Hilton Garden Inn New York/Central Park South-Midtown West,237 West 54th Street,New York,NY,10019,40.76432,-73.98316,3.5,400.02,279.01
452020,Hotel 32 32,32 E 32nd Street,New York,NY,10016,40.74621,-73.98335,4,315.17,255.17
447051,The High Line Hotel,180 Tenth Avenue,New York,NY,10011,40.74612,-74.0053,4,679,229
457060,Hilton Garden Inn New York/Midtown Park Ave,45 E 33rd St,New York,NY,10016,40.74666,-73.98242,3.5,478.8466,438.8885
309378,The St. Regis New York,Two East 55th St,New York,NY,10022,40.7615,-73.97451,5,1360.34,743.34
117020,The Mark,Madison Ave at 77th Street,New York,NY,10075,40.77515,-73.96343,5,3488.48,518.47
454244,Hilton Garden Inn New York-Times Square Central,136 West 42nd Street,New York,NY,10036,40.75546,-73.98561,3.5,324.12,269.15
451622,Hilton Garden Inn New York/Manhattan-Midtown East,206 East 52nd Street,New York,NY,10022,40.75684,-73.9693,3.5,389.0201,233.1678
451663,Park Hyatt New York,153 West 57th Street,New York,NY,10019,40.76515,-73.97912,5,2950.4485,725.1063
352611,"Langham Place, New York, Fifth Avenue",400 Fifth Avenue,New York,NY,10018,40.75009,-73.98337,5,2000.1801,695.18
463902,citizenM New York Times Square,218 West 50th Street,New York,NY,10019,40.76172,-73.98481,4,409.0639,201.5536
438668,Courtyard by Marriott New York Manhattan / Central Park,1717 Broadway,New York,NY,10019,40.76421,-73.98246,3.5,599.02,180.01
199830,Hotel Beacon,2130 Broadway at 75th Street,New York,NY,10023,40.78075,-73.9813,4,548.7896,278.8971
445763,Archer Hotel New York,45 West 38th St,New York,NY,10018,40.75186,-73.98488,4.5,369.47,319.47
446818,Homewood Suites New York/Midtown Manhattan Times Square,312 West 37th Street,New York,NY,10018,40.75445,-73.99301,3.5,669.06,251.1
448797,The Lex NYC,67 Lexington Avenue,New York,NY,10010,40.74017,-73.98426,3.5,289.0411,229.1306
117809,Life Hotel Nomad,19 West 31st Street,New York,NY,10001,40.74704,-73.98713,4,637.085,397.171
214272,Chelsea Inn,46 W 17th St,New York,NY,10011,40.73884,-73.99444,3,235.06,154.88
448418,Hotel Hugo,525 Greenwich Street,New York,NY,10013,40.72649,-74.00906,4.5,408.6471,318.7251
449349,East Village Hotel,147 1st Ave,New York,NY,10003,40.72827,-73.98508,3,199.49,199.34
264181,Royal Park Hotel and Hostel,258 West 97th Street,New York,NY,10025,40.79571,-73.97217,2.5,109.76,109.41
531096,Hampton Inn Manhattan/Times Square Central,220 West 41st St.,New York,NY,10036,40.75582,-73.98858,3.5,239.34,199.34
528352,Holiday Inn New York City - Times Square,585 8th Ave,New York,NY,10018,40.75502,-73.99138,3.5,389.05,143.68
536312,Hotel Shocard at Times Square,206 West 41st Street,New York,NY,10036,40.75553,-73.98795,3,189.16,169.14
538736,Cambria hotel & suites New York - Times Square,30 W 46th St,New York,NY,10036,40.75668,-73.98049,3,329.45,229.45
484183,The Knickerbocker Hotel,6 Times Square,New York,NY,10036,40.75575,-73.98626,5,585.32,335.32
463569,Harlem YMCA,180 West 135th Street,New York,NY,10030,40.81496,-73.94284,2,119.17,118.17
513814,Executive Hotel Le Soleil New York,38 W 36th St,New York,NY,10018,40.75043,-73.98538,4,279,249
525165,EVEN Hotel Times Square South,321 West 35th Street,New York,NY,10001,40.75329,-73.99404,4,375.43,279.43
549970,Renaissance New York Midtown Hotel,218 West 35th Street,New York,NY,10035,40.75197,-73.9909,4,264.31,189.31
536247,RIU Plaza New York Times Square,"305 West, 46th Street",New York,NY,10036,40.76006,-73.98854,4,558.96,491.27
106208,InterContinental New York Barclay,111 East 48th Street,New York,NY,10017,40.75543,-73.97373,4.5,589.0305,380.0196
557438,INNSIDE New York NoMad,132 West 27th Street,New York,NY,10001,40.74618,-73.99275,4.5,909.139,309.0489
487932,Baccarat Hotel and Residences New York,28 West 53rd Street,New York,NY,10019,40.76095,-73.97718,5,2100.1899,800
